council,council_lead,fmp,stock_orig,stock,species,completed_by,QC_by,FSSI_yn,prohibited_yn,allocation_yn,country_list,country_notes,state_list,state_yrs,state_notes,area_list,area_yrs,area_notes,sector_type,sector_list,sector_yrs,sector_basis,sector_notes,subsector_list_rec,subsector_list_comm,subsector_yrs,subsector_notes,rsa_notes,bycatch_notes,effort_alloc_notes,season_list,season_yrs,season_notes,shares_yn,shares_start_yr,shares_basis,shares_yrs,share_cap,shares_transfer_yn,shares_owner,share_management,share_new_entrants,shares_notes,source,notes,Species1,Species2,Species3,Species4,Species5,Species6,Species7,Species8,Species9,Species10,Species11,Species12,Species13,Species14,Species15,Species16,Species17,Species18,Species19,Species20,Species21,Species22,Species23,Species24,Species25,Species26,Species27,Species28
PFMC,PFMC,Pacific Coast Salmon,Chinook salmon - Puget Sound: Snohomish Summer/Fall,Chinook salmon - Puget Sound: Snohomish Summer/Fall,Oncorhynchus tshawytscha,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oncorhynchus tshawytscha,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Salmon,Chinook salmon - Puget Sound: Stillaguamish Summer/Fall,Chinook salmon - Puget Sound: Stillaguamish Summer/Fall,Oncorhynchus tshawytscha,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oncorhynchus tshawytscha,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Salmon,Chinook salmon - Puget Sound: White River Spring,Chinook salmon - Puget Sound: White River Spring,Oncorhynchus tshawytscha,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oncorhynchus tshawytscha,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Salmon,Chinook salmon - Washington Coast: Grays Harbor Fall,Chinook salmon - Washington Coast: Grays Harbor Fall,Oncorhynchus tshawytscha,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oncorhynchus tshawytscha,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Salmon,Chinook salmon - Washington Coast: Grays Harbor Spring,Chinook salmon - Washington Coast: Grays Harbor Spring,Oncorhynchus tshawytscha,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oncorhynchus tshawytscha,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Salmon,Chinook salmon - Washington Coast: Hoh Fall,Chinook salmon - Washington Coast: Hoh Fall,Oncorhynchus tshawytscha,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oncorhynchus tshawytscha,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Salmon,Chinook salmon - Washington Coast: Hoh Spring/Summer,Chinook salmon - Washington Coast: Hoh Spring/Summer,Oncorhynchus tshawytscha,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oncorhynchus tshawytscha,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Salmon,Chinook salmon - Washington Coast: Hoko Summer/Fall,Chinook salmon - Washington Coast: Hoko Summer/Fall,Oncorhynchus tshawytscha,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oncorhynchus tshawytscha,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Salmon,Chinook salmon - Washington Coast: Queets Fall,Chinook salmon - Washington Coast: Queets Fall,Oncorhynchus tshawytscha,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oncorhynchus tshawytscha,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Salmon,Chinook salmon - Washington Coast: Queets Spring/Summer,Chinook salmon - Washington Coast: Queets Spring/Summer,Oncorhynchus tshawytscha,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oncorhynchus tshawytscha,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Salmon,Chinook salmon - Washington Coast: Quillayute Fall,Chinook salmon - Washington Coast: Quillayute Fall,Oncorhynchus tshawytscha,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oncorhynchus tshawytscha,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Salmon,Chinook salmon - Washington Coast: Quillayute Spring/Summer,Chinook salmon - Washington Coast: Quillayute Spring/Summer,Oncorhynchus tshawytscha,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oncorhynchus tshawytscha,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Salmon,Chinook salmon - Washington Coast: Quinault Fall Hatchery,Chinook salmon - Washington Coast: Quinault Fall Hatchery,Oncorhynchus tshawytscha,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oncorhynchus tshawytscha,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Salmon,Chinook salmon - Washington Coast: Willapa Bay Fall Hatchery,Chinook salmon - Washington Coast: Willapa Bay Fall Hatchery,Oncorhynchus tshawytscha,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oncorhynchus tshawytscha,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Salmon,Chinook salmon - Washington Coast: Willapa Bay Fall Natural,Chinook salmon - Washington Coast: Willapa Bay Fall Natural,Oncorhynchus tshawytscha,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oncorhynchus tshawytscha,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Lingcod - Northern Pacific Coast,Lingcod - Northern Pacific Coast,Ophiodon elongatus,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ophiodon elongatus,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Lingcod - Southern Pacific Coast,Lingcod - Southern Pacific Coast,Ophiodon elongatus,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ophiodon elongatus,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFMC,SAFMC,Snapper-Grouper Fishery of the South Atlantic Region,Red porgy - Southern Atlantic Coast,Red porgy - Southern Atlantic Coast,Pagrus pagrus,ZJK,,y,,y,,,,,,,,,explicit,"commercial (51.43%), recreational (48.57%)","1986-2008, 2006-2008",catch,,,,,,,,,,,,,,historical,,,,NA,,,,,,Pagrus pagrus,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFMC,CFMC,Puerto Rico Fishery Management Plan,Caribbean spiny lobster - Puerto Rico,Caribbean spiny lobster - Puerto Rico,Panulirus argus,ZJK,,y,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://repository.library.noaa.gov/view/noaa/45274; https://sedarweb.org/documents/sedar-57-us-caribbean-spiny-lobster-final-stock-assessment-report/; https://www.govinfo.gov/content/pkg/FR-2022-09-13/pdf/2022-19409.pdf; 2023 allocation %s : https://www.govinfo.gov/content/pkg/FR-2023-03-16/pdf/2023-04912.pdf,"used to be allocated within a single FMP among island groups, and now managed separately through independent FMPs",Panulirus argus,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFMC / GMFMC,GMFMC,Spiny Lobster in the Gulf of Mexico and South Atlantic,Caribbean spiny lobster - Southern Atlantic Coast / Gulf of Mexico,Caribbean spiny lobster - Southern Atlantic Coast / Gulf of Mexico,Panulirus argus,ZJK,,n,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Panulirus argus,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFMC,CFMC,St. Croix Fishery Management Plan,Caribbean spiny lobster - St. Croix,Caribbean spiny lobster - St. Croix,Panulirus argus,ZJK,,y,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"used to be allocated within a single FMP among island groups, and now managed separately through independent FMPs",Panulirus argus,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFMC,CFMC,St. Thomas and St. John Fishery Management Plan,Caribbean spiny lobster - St. Thomas / St. John,Caribbean spiny lobster - St. Thomas / St. John,Panulirus argus,ZJK,,y,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"used to be allocated within a single FMP among island groups, and now managed separately through independent FMPs",Panulirus argus,,,,,,,,,,,,,,,,,,,,,,,,,,,
WPFMC,WPFMC,Hawaii Archipelago Ecosystem,Northwestern Hawaiian Islands Crustacean Complex,Crustacean Complex - Northwestern Hawaiian Islands,"Panulirus marginatus, Scyllarides squammosus, Ranina ranina",CMF,,n,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Panulirus marginatus,Scyllarides squammosus,Ranina ranina,,,,,,,,,,,,,,,,,,,,,,,,,
WPFMC,WPFMC,Pacific Remote Island Areas Ecosystem,Pacific Remote Island Areas Crustacean Complex,Crustacean Complex - Pacific Remote Island Areas,"Panulirus marginatus, Scyllarides squammosus, Ranina ranina",CMF,,n,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Panulirus marginatus,Scyllarides squammosus,Ranina ranina,,,,,,,,,,,,,,,,,,,,,,,,,
MAFMC,MAFMC,"Summer Flounder, Scup and Black Sea Bass",Summer flounder - Mid-Atlantic Coast,Summer flounder - Mid-Atlantic Coast,Paralichthys dentatus,CMF,,y,,y,,,"ME (0.05%), NH (0.0005%), MA (6.82%), RI (15.68%), CT (2.26%), NY (7.65%), NJ (16.72%), DE (0.02%), MD (2.04%), VA (21.32%), NC (27.45%)",,"commercial, di minimus, model-based",,,,explicit,"commercial (55%), recreational (45%)",1981-1989,catch,,,,,,,,,,,,,,,,,,,,,,,,Paralichthys dentatus,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPFMC,NPFMC,Bering Sea/Aleutian Islands King and Tanner Crabs,Red king crab - Bristol Bay,Red king crab - Bristol Bay,Paralithodes camtschaticus,ZJK,,y,,y,,,,,,,,,,,,,,,CDQ; non-CDQ,,,,,,,,,y,2005,historical,Best 4/5 1996-2000,CVO/CP = 1%; CVC/CPC = 2%,y,individual_processor_crew,NPFMC,crew_loans,initial allocations higher than current cap limit are grandfathered in; IFQ (annual limit) cap 2x QS cap for each species; federal crew loan program to obtain quota (both crew and captains); both QS and IFQ can be transfered,https://www.law.cornell.edu/cfr/text/50/680.42; https://media.fisheries.noaa.gov/dam-migration/bsai-crab-rat-faq-101518.pdf; https://fisherysolutionscenter.edf.org/sites/default/files/2022-08/Catch%20Shares%20in%20Action%20-%20United%20States%20Bering%20Sea%20and%20Aleutian%20Islands%20Crab%20Rationalization%20Program.pdf,"Crew can also have QS, but makes up very small portion (3%), also, processors and individuals with QS can form cooperatives together",Paralithodes camtschaticus,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPFMC,NPFMC,Bering Sea/Aleutian Islands King and Tanner Crabs,Red king crab - Norton Sound,Red king crab - Norton Sound,Paralithodes camtschaticus,ZJK,,y,,y,,,,,,,,,,,,,,,CDQ; small handline; other,,,,,,,,,,,,,,,,,,,,,Paralithodes camtschaticus,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPFMC,NPFMC,Bering Sea/Aleutian Islands King and Tanner Crabs,Red king crab - Pribilof Islands,Red king crab - Pribilof Islands,Paralithodes camtschaticus,ZJK,,n,,y,,,,,,,,,,,,,,,CDQ; non-CDQ,,,,,,,,,y,2005,historical,Best 4/5 1994-1998,CVO/CP = 2%; CVC/CPC = 4%,y,individual_processor_crew,NPFMC,crew_loans,initial allocations higher than current cap limit are grandfathered in; IFQ (annual limit) cap 2x QS cap for each species; federal crew loan program to obtain quota (both crew and captains); both QS and IFQ can be transfered,https://www.law.cornell.edu/cfr/text/50/680.42; https://media.fisheries.noaa.gov/dam-migration/bsai-crab-rat-faq-101518.pdf; https://fisherysolutionscenter.edf.org/sites/default/files/2022-08/Catch%20Shares%20in%20Action%20-%20United%20States%20Bering%20Sea%20and%20Aleutian%20Islands%20Crab%20Rationalization%20Program.pdf,"Crew can also have QS, but makes up very small portion (3%), also, processors and individuals with QS can form cooperatives together",Paralithodes camtschaticus,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPFMC,NPFMC,Bering Sea/Aleutian Islands King and Tanner Crabs,Red king crab - Western Aleutian Islands,Red king crab - Western Aleutian Islands,Paralithodes camtschaticus,ZJK,,n,,y,,,,,,,,,,,,,,,CDQ; non-CDQ,,,,,,,,,y,2005,historical,Best 3/4 1992/93-1995/96,CVO/CP = 10%; CVC/CPC = 20%,y,individual_processor_crew,NPFMC,crew_loans,initial allocations higher than current cap limit are grandfathered in; IFQ (annual limit) cap 2x QS cap for each species; federal crew loan program to obtain quota (both crew and captains); both QS and IFQ can be transfered,https://www.law.cornell.edu/cfr/text/50/680.42; https://media.fisheries.noaa.gov/dam-migration/bsai-crab-rat-faq-101518.pdf; https://fisherysolutionscenter.edf.org/sites/default/files/2022-08/Catch%20Shares%20in%20Action%20-%20United%20States%20Bering%20Sea%20and%20Aleutian%20Islands%20Crab%20Rationalization%20Program.pdf,"Crew can also have QS, but makes up very small portion (3%), also, processors and individuals with QS can form cooperatives together",Paralithodes camtschaticus,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPFMC,NPFMC,Bering Sea/Aleutian Islands King and Tanner Crabs,Blue king crab - Pribilof Islands,Blue king crab - Pribilof Islands,Paralithodes platypus,ZJK,,n,,y,,,,,,,,,,,,,,,CDQ; non-CDQ,,,,,,,,,y,2005,historical,Best 4/5 1994-1998,CVO/CP = 2%; CVC/CPC = 4%,y,individual_processor_crew,NPFMC,crew_loans,initial allocations higher than current cap limit are grandfathered in; IFQ (annual limit) cap 2x QS cap for each species; federal crew loan program to obtain quota (both crew and captains); both QS and IFQ can be transfered,https://www.law.cornell.edu/cfr/text/50/680.42; https://media.fisheries.noaa.gov/dam-migration/bsai-crab-rat-faq-101518.pdf; https://fisherysolutionscenter.edf.org/sites/default/files/2022-08/Catch%20Shares%20in%20Action%20-%20United%20States%20Bering%20Sea%20and%20Aleutian%20Islands%20Crab%20Rationalization%20Program.pdf,"Crew can also have QS, but makes up very small portion (3%), also, processors and individuals with QS can form cooperatives together",Paralithodes platypus,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPFMC,NPFMC,Bering Sea/Aleutian Islands King and Tanner Crabs,Blue king crab - Saint Matthew Island,Blue king crab - Saint Matthew Island,Paralithodes platypus,ZJK,,n,,y,,,,,,,,,,,,,,,CDQ; non-CDQ,,,,,,,,,y,2005,historical,Best 4/5 1994-1998,CVO/CP = 2%; CVC/CPC = 4%,y,individual_processor_crew,NPFMC,crew_loans,initial allocations higher than current cap limit are grandfathered in; IFQ (annual limit) cap 2x QS cap for each species; federal crew loan program to obtain quota (both crew and captains); both QS and IFQ can be transfered,https://www.law.cornell.edu/cfr/text/50/680.42; https://media.fisheries.noaa.gov/dam-migration/bsai-crab-rat-faq-101518.pdf; https://fisherysolutionscenter.edf.org/sites/default/files/2022-08/Catch%20Shares%20in%20Action%20-%20United%20States%20Bering%20Sea%20and%20Aleutian%20Islands%20Crab%20Rationalization%20Program.pdf,"Crew can also have QS, but makes up very small portion (3%), also, processors and individuals with QS can form cooperatives together",Paralithodes platypus,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,English sole - Pacific Coast,English sole - Pacific Coast,Parophrys vetulus,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parophrys vetulus,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPFMC,NPFMC,Scallop Fishery off Alaska,Weathervane scallop - Alaska,Weathervane scallop - Alaska,Patinopecten caurinus,ZJK,,n,,y,,,,,,,,,,,,,,,,,,,,,,,,y,2000,other,annual negotiations,,within_year_lease,cooperative allocation to permits; associated with vessel,cooperative,,"first, coop anticipates catch by non-coop vessels based on historic catch, and puts this amount in 'reserve'; non-members can join at any time",The Alaskan weathervane scallop cooperative; https://repository.library.noaa.gov/view/noaa/18126,,Patinopecten caurinus,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAFMC,MAFMC,"Mackerel, Squid and Butterfish",Butterfish - Gulf of Maine / Cape Hatteras,Butterfish - Gulf of Maine / Cape Hatteras,Peprilus triacanthus,CMF,,y,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peprilus triacanthus,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEFMC,NEFMC,Atlantic Sea Scallop,Sea scallop - Northwestern Atlantic Coast,Sea scallop - Northwestern Atlantic Coast,Placopecten magellanicus,ZJK,,y,,y,,,,,,"Open access areas, specified access areas",,,,,,,,,"Limited access fleet (94.5%), LAGC IFQ fleet (5%), combo fleet (0.5%)",,"Second level to subsectors: full-time, part-time, occassional limited access vessels",RSA available,set aside for non-directed fisheries,area,,,,y,,historical,IFQ: 2000-2004; DAS set by full-time/part-time/occassional permit status,,y,vessel,,,,Atlantic Sea Scallops IFQ (2010) https://www.fisheries.noaa.gov/species/atlantic-sea-scallop#management,,Placopecten magellanicus,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Starry flounder - Pacific Coast,Starry flounder - Pacific Coast,Platichthys stellatus,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platichthys stellatus,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPFMC,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,Atka mackerel - Bering Sea / Aleutian Islands,Atka mackerel - Bering Sea / Aleutian Islands,Pleurogrammus monopterygius,ZJK,,y,,y,,,,,,541/EBS; 542; 543,,"Check if these equate to CAI, EAI, WAI",,,,,,,CDQ; ICA; Amendment 80; BSAI TLAS (non-Amendment 80),,,,,,,,,y,2008,historical,best of 1998-2004,person = 30%; vessel = 20%,y,individual_cooperative,NPFMC,,individuals can transfer ownership of quota to cooperatives annually,https://www.law.cornell.edu/cfr/text/50/679.90,,Pleurogrammus monopterygius,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPFMC,NPFMC,Groundfish of the Gulf of Alaska,Atka mackerel - Gulf of Alaska,Atka mackerel - Gulf of Alaska,Pleurogrammus monopterygius,ZJK,,n,,"Subsector if ICA counts, otherwise no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pleurogrammus monopterygius,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPFMC,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,Alaska plaice - Bering Sea / Aleutian Islands,Alaska plaice - Bering Sea / Aleutian Islands,Pleuronectes quadrituberculatus,ZJK,,y,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pleuronectes quadrituberculatus,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEFMC,NEFMC,Northeast Multispecies,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollachius virens,ZJK,,y,,y,,,,,,,,,,,,,,,"catch share: sector (98%), common pool (2%)",,implicit (set by catch shares),,set aside allocation for non-directed fisheries and other untracked subcomponents (recreational if no formal rec allocation),common pool subsector,"Trimester 1 (28%), Trimester 2 (35%), Trimester 3 (37%)",apportioned to each trimester according to seasonal fishing effort,"common pool subsector only, set in mt for 2024, converted to percents",y,,historical,Potential Sector Contributions summed to sector allocations based on historical catch from 1996-2006,,y,sector,,,,New England Multispecies Sectors Catch Share (2010) https://www.fisheries.noaa.gov/new-england-mid-atlantic/commercial-fishing/sector-management-northeast-multispecies-fishery ; https://www.fisheries.noaa.gov/new-england-mid-atlantic/commercial-fishing/northeast-multispecies-common-pool-fishery,,Pollachius virens,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFMC,SAFMC,Snapper-Grouper Fishery of the South Atlantic Region,Wreckfish - Southern Atlantic Coast,Wreckfish - Southern Atlantic Coast,Polyprion americanus,ZJK,,n,,y,,,,,,,,,explicit,"recreational (5%), commercial (95%)",based on stakeholder input,public input,,,,,,,,,,,,y,1992,other,2006-2011,49%,y,individual,,,,https://www.fisheries.noaa.gov/species/wreckfish,allocation policy different for sector and catch share allocation,Polyprion americanus,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFMC,CFMC,Comprehensive FMP for Puerto Rico in the EEZ,Puerto Rico Angelfishes Complex,Angelfishes Complex - Puerto Rico,"Pomacanthus arcuatus, Pomacanthus chrysurus, Pomacanthus paru, Holacanthus ciliaris, Holacanthus tricolor",ZJK,,n,,y,,,,,,,,,implicit,"commercial (4%), recreational (96%)",not specified,,,,,,,,,,,,,,,,,,,,,,,https://www.govinfo.gov/content/pkg/FR-2022-09-13/pdf/2022-19409.pdf,,Pomacanthus arcuatus,Pomacanthus chrysurus,Pomacanthus paru,Holacanthus ciliaris,Holacanthus tricolor,,,,,,,,,,,,,,,,,,,,,,,
CFMC,CFMC,Comprehensive FMP for St. Croix in the EEZ,STC Angelfishes Complex,Angelfishes Complex - St. Croix,"Pomacanthus arcuatus, Pomacanthus chrysurus, Pomacanthus paru, Holacanthus ciliaris, Holacanthus tricolor",ZJK,,n,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.govinfo.gov/content/pkg/FR-2022-09-13/pdf/2022-19409.pdf,,Pomacanthus arcuatus,Pomacanthus chrysurus,Pomacanthus paru,Holacanthus ciliaris,Holacanthus tricolor,,,,,,,,,,,,,,,,,,,,,,,
CFMC,CFMC,Comprehensive FMP for St. Thomas / St. John in the EEZ,STT/STJ Angelfishes Complex,Angelfishes Complex - St. Thomas / St. John,"Pomacanthus arcuatus, Pomacanthus chrysurus, Pomacanthus paru, Holacanthus ciliaris, Holacanthus tricolor",ZJK,,n,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.govinfo.gov/content/pkg/FR-2022-09-13/pdf/2022-19409.pdf,,Pomacanthus arcuatus,Pomacanthus chrysurus,Pomacanthus paru,Holacanthus ciliaris,Holacanthus tricolor,,,,,,,,,,,,,,,,,,,,,,,
MAFMC,MAFMC,Bluefish,Bluefish - Atlantic Coast,Bluefish - Atlantic Coast,Pomatomus saltatrix,CMF,,y,,y,,,"ME (0.43%), NH (0.33%), MA (8.17%), RI (8.01%), CT (1.19%), NY (14.40%), NJ (14.40%), DE (1.29%), MD (2.54%), VA (9.30%), NC (32.05%), SC (0.06%%), GA (0.05%), FL (7.8%)",2009-2018,commercial; di minimis; transfers btw states/sectors,,,,explicit,"commercial (14%), recreational (86%)","1981-2018, 2009-2018, 2014-2018",catch,,,,,,,,,,,,,,,,,,,,,,,,Pomatomus saltatrix,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic HMS,Atlantic HMS,Consolidated Atlantic Highly Migratory Species,Blue shark - North Atlantic,Blue shark - North Atlantic,Prionace glauca,ZJK,,n,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.govinfo.gov/content/pkg/FR-2021-08-06/pdf/2021-16770.pdf,,Prionace glauca,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC / WPFMC,Pacific HMS,U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem,Blue shark - North Pacific,Blue shark - North Pacific,Prionace glauca,ZJK,,n,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.pcouncil.org/documents/2023/04/fishery-management-plan-for-west-coast-fisheries-for-highly-migratory-species-through-amendment-5.pdf/,,Prionace glauca,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFMC,CFMC,Comprehensive FMP for Puerto Rico in the EEZ,Puerto Rico Snapper 2 Complex,Snapper 2 Complex - Puerto Rico,"Pristipomoides macrophthalmus, Etelis oculatus",ZJK,,n,,y,,,,,,,,,implicit,"commercial (91%), recreational (9%)",not specified,,,,,,,,,,,,,,,,,,,,,,,https://www.govinfo.gov/content/pkg/FR-2022-09-13/pdf/2022-19409.pdf,,Pristipomoides macrophthalmus,Etelis oculatus,,,,,,,,,,,,,,,,,,,,,,,,,,
NEFMC,NEFMC,Northeast Multispecies,Winter flounder - Georges Bank,Winter flounder - Georges Bank,Pseudopleuronectes americanus,ZJK,,y,,y,,,,,,,,,,,,,,,"catch share: sector (98%), common pool (2%)",,implicit (set by catch shares),,set aside allocation for non-directed fisheries and other untracked subcomponents (recreational if no formal rec allocation),common pool subsector,"Trimester 1 (8%), Trimester 2 (24%), Trimester 3 (68%)",apportioned to each trimester according to seasonal fishing effort,"common pool subsector only, set in mt for 2024, converted to percents",y,,historical,Potential Sector Contributions summed to sector allocations based on historical catch from 1996-2006,,y,sector,,,,New England Multispecies Sectors Catch Share (2010) https://www.fisheries.noaa.gov/new-england-mid-atlantic/commercial-fishing/sector-management-northeast-multispecies-fishery ; https://www.fisheries.noaa.gov/new-england-mid-atlantic/commercial-fishing/northeast-multispecies-common-pool-fishery,,Pseudopleuronectes americanus,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEFMC,NEFMC,Northeast Multispecies,Winter flounder - Gulf of Maine,Winter flounder - Gulf of Maine,Pseudopleuronectes americanus,ZJK,,y,,y,,,,,,,,,,,,,,,"catch share: sector (98%), common pool (2%)",,implicit (set by catch shares),,set aside allocation for non-directed fisheries and other untracked subcomponents (recreational if no formal rec allocation),common pool subsector,"Trimester 1 (37%), Trimester 2 (38%), Trimester 3 (25%)",apportioned to each trimester according to seasonal fishing effort,"common pool subsector only, set in mt for 2024, converted to percents",y,,historical,Potential Sector Contributions summed to sector allocations based on historical catch from 1996-2006,,y,sector,,,,New England Multispecies Sectors Catch Share (2010) https://www.fisheries.noaa.gov/new-england-mid-atlantic/commercial-fishing/sector-management-northeast-multispecies-fishery ; https://www.fisheries.noaa.gov/new-england-mid-atlantic/commercial-fishing/northeast-multispecies-common-pool-fishery,,Pseudopleuronectes americanus,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEFMC,NEFMC,Northeast Multispecies,Winter flounder - Southern New England / Mid-Atlantic,Winter flounder - Southern New England / Mid-Atlantic,Pseudopleuronectes americanus,ZJK,,y,,y,,,,,,,,,,,,,,,"catch share: sector (98%), common pool (2%)",,implicit (set by catch shares),,set aside allocation for non-directed fisheries and other untracked subcomponents (recreational if no formal rec allocation),common pool subsector,"Trimester 1 (21%), Trimester 2 (28%), Trimester 3 (51%)",apportioned to each trimester according to seasonal fishing effort,"common pool subsector only, set in mt for 2024, converted to percents",y,,historical,Potential Sector Contributions summed to sector allocations based on historical catch from 1996-2006,,y,sector,,,,New England Multispecies Sectors Catch Share (2010) https://www.fisheries.noaa.gov/new-england-mid-atlantic/commercial-fishing/sector-management-northeast-multispecies-fishery ; https://www.fisheries.noaa.gov/new-england-mid-atlantic/commercial-fishing/northeast-multispecies-common-pool-fishery,,Pseudopleuronectes americanus,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFMC / GMFMC,SAFMC,Coastal Migratory Pelagic Resources of the Gulf of Mexico and South Atlantic,Cobia - Gulf of Mexico,Cobia - Gulf of Mexico,Rachycentron canadum,ZJK,,y,,y,,,,,,,,,explicit,"commercial (8%), recreational (92%)","2000-2008, 2006-2008",catch,only GOM cobia with/in the FLEC,,,,,,,,,,,,,historical,,,,,,,,,weighs recent years more heavily  (2006-2008 > 2000-2005),Rachycentron canadum,,,,,,,,,,,,,,,,,,,,,,,,,,,
